geo_h3_10,predictions,model_type
8a1181b2d7affff,0.0039849117209180196,Бинарная модель
8a1181b2d7b7fff,0.0026286971170842843,Бинарная модель
8a1181b2d84ffff,0.0011607021693281511,Бинарная модель
8a1181b2da07fff,0.0019199691234918445,Бинарная модель
8a1181b2da0ffff,0.001735811026896245,Бинарная модель
8a1181b2da17fff,0.0008876950991271472,Бинарная модель
8a1181b2da1ffff,0.0008876950991271472,Бинарная модель
8a1181b2da27fff,0.002654071156854507,Бинарная модель
8a1181b2da2ffff,0.001735811026896245,Бинарная модель
8a1181b2da37fff,0.0011607021693281511,Бинарная модель
8a1181b2da47fff,0.002230445244251506,Бинарная модель
8a1181b2da4ffff,0.002495081355632371,Бинарная модель
8a1181b2da57fff,0.0025096504819380155,Бинарная модель
8a1181b2da5ffff,0.0011607021693281511,Бинарная модель
8a1181b2da67fff,0.002230445244251506,Бинарная модель
8a1181b2da6ffff,0.002495081355632371,Бинарная модель
8a1181b2da77fff,0.002230445244251506,Бинарная модель
8a1181b2da87fff,0.002872213566258928,Бинарная модель
8a1181b2da8ffff,0.0009819622019969097,Бинарная модель
8a1181b2da97fff,0.0010342778259699959,Бинарная модель
8a1181b2da9ffff,0.0010342778259699959,Бинарная модель
8a1181b2daa7fff,0.00101864361173478,Бинарная модель
8a1181b2daaffff,0.0008876950991271472,Бинарная модель
8a1181b2dab7fff,0.0014696696812791365,Бинарная модель
8a1181b2dac7fff,0.0008876950991271472,Бинарная модель
8a1181b2dacffff,0.0008876950991271472,Бинарная модель
8a1181b2dad7fff,0.0009819622019969097,Бинарная модель
8a1181b2dadffff,0.0008876950991271472,Бинарная модель
